tournament,men_women,match_date,player_1,player_1_odds,player_2,player_2_odds
Australian Open 2014,Men,2014-01-14,Peter Gojowczyk,1.42,Victor Hanescu,2.7
Australian Open 2014,Men,2014-01-14,Jimmy Wang,4.3,Yen Hsun Lu,1.25
Australian Open 2014,Men,2014-01-14,Juan Martin Del Potro,1.02,Rhyne Williams,46
Australian Open 2014,Men,2014-01-14,Vincent Millot,3.0999999999999996,Wayne Odesnik,1.46
Australian Open 2014,Men,2014-01-14,Michael Berrer,1.74,Michael Llodra,2.3
Australian Open 2014,Men,2014-01-14,Blaz Rola,1.78,Federico Delbonis,2.2
Australian Open 2014,Men,2014-01-14,John Isner,1.16,Martin Klizan,7
Australian Open 2014,Men,2014-01-14,Julian Reister,3.9499999999999997,Thomaz Bellucci,1.31
Australian Open 2014,Men,2014-01-14,Fernando Verdasco,1.1,Ze Zhang,8.600000000000001
Australian Open 2014,Men,2014-01-14,Benoit Paire,1.4100000000000001,Frank Dancevic,3.1999999999999997
Australian Open 2014,Men,2014-01-13,Damir Dzumhur,1.55,Jan Hajek,2.5
Australian Open 2014,Men,2014-01-13,Dominic Thiem,2,Joao Sousa,1.8599999999999999
Australian Open 2014,Men,2014-01-13,Denis Kudla,3.0999999999999996,Florian Mayer,1.38
Australian Open 2014,Men,2014-01-13,Alexandr Dolgopolov,1.47,Ricardas Berankis,1.28
Australian Open 2014,Men,2014-01-13,David Guez,18,Richard Gasquet,1.04
Australian Open 2014,Men,2014-01-13,Damir Dzumhar,1.02,Ivan Dodig,1.03
Australian Open 2014,Men,2014-01-15,Florian Mayer,2.52,Mikhail Youzhny,1.63
Australian Open 2014,Men,2014-01-15,Alejandro Falla,12.5,Stanislas Wawrinka,1.07
Australian Open 2014,Men,2014-01-15,Damir Dzumhur,5.199999999999999,Ivan Dodig,1.19
Australian Open 2014,Men,2014-01-15,Adrian Mannarino,19.5,David Ferrer,1.04
Australian Open 2014,Men,2014-01-15,Kenny De Schepper,32,Tomas Berdych,1.02
Australian Open 2014,Men,2014-01-15,Fabio Fognini,1.8900000000000001,Jarkko Nieminen,2.1
Australian Open 2014,Men,2014-01-15,Ernests Gulbis,1.53,Sam Querrey,2.84
Australian Open 2014,Men,2014-01-15,Dominic Thiem,2.86,Kevin Anderson,1.48
Australian Open 2014,Men,2014-01-15,Matthew Ebden,2.98,Vasek Pospisil,1.5
Australian Open 2014,Men,2014-01-15,Julien Benneteau,1.98,Tommy Robredo,1.98
Australian Open 2014,Men,2014-01-15,Edouard Roger Vasselin,2.18,Guillermo Garcia Lopez,1.8
Australian Open 2014,Men,2014-01-15,Jerzy Janowicz,1.33,Pablo Andujar,3.8499999999999996
Australian Open 2014,Men,2014-01-15,Alexandr Dolgopolov,1.71,Jeremy Chardy,2.26
Australian Open 2014,Men,2014-01-15,Leonardo Mayer,85,Novak Djokovic,1.01
Australian Open 2014,Men,2014-01-15,Nikolay Davydenko,5.199999999999999,Richard Gasquet,1.21
Australian Open 2014,Men,2014-01-15,Denis Istomin,2.12,Dmitry Tursunov,1.88
Australian Open 2014,Men,2014-01-16,Michal Przysiezny,1.6,Stephane Robert,2.6
Australian Open 2014,Men,2014-01-16,Milos Raonic,1.12,Victor Hanescu,8.4
Australian Open 2014,Men,2014-01-16,Grigor Dimitrov,1.5,Yen Hsun Lu,2.66
Australian Open 2014,Men,2014-01-16,Dusan Lajovic,14,Kei Nishikori,1.07
Australian Open 2014,Men,2014-01-16,Blaz Rola,2.14,Martin Klizan,1.62
Australian Open 2014,Men,2014-01-16,Blaz Kavcic,30,Roger Federer,1.02
Australian Open 2014,Men,2014-01-16,Jo Wilfried Tsonga,1.06,Thomaz Bellucci,14.5
Australian Open 2014,Men,2014-01-16,Benoit Paire,1.44,Nick Kyrgios,3.15
Australian Open 2014,Men,2014-01-16,Fernando Verdasco,1.15,Teymuraz Gabashvili,6.6000000000000005
Australian Open 2014,Men,2014-01-16,Feliciano Lopez,1.33,Michael Berrer,3.55
Australian Open 2014,Men,2014-01-16,Juan Martin Del Potro,1.05,Roberto Bautista Agut,9.4
Australian Open 2014,Men,2014-01-16,Andreas Seppi,1.57,Donald Young,2.58
Australian Open 2014,Men,2014-01-16,Andy Murray,1.01,Vincent Millot,80
Australian Open 2014,Men,2014-01-16,Rafael Nadal,1.01,Thanasi Kokkinakis,95
Australian Open 2014,Men,2014-01-16,Gael Monfils,1.09,Jack Sock,10
Australian Open 2014,Men,2014-01-16,Gilles Simon,4.3,Marin Cilic,1.29
Australian Open 2014,Men,2014-01-17,Damir Dzumhur,40,Tomas Berdych,1.02
Australian Open 2014,Men,2014-01-17,Florian Mayer,1.6600000000000001,Jerzy Janowicz,2.5
Australian Open 2014,Men,2014-01-17,David Ferrer,1.34,Jeremy Chardy,3.8
Australian Open 2014,Men,2014-01-17,Richard Gasquet,1.49,Tommy Robredo,2.94
Australian Open 2014,Men,2014-01-17,Denis Istomin,50,Novak Djokovic,1.01
Australian Open 2014,Men,2014-01-17,Edouard Roger Vasselin,2.54,Kevin Anderson,1.63
Australian Open 2014,Men,2014-01-17,Fabio Fognini,2.6,Sam Querrey,1.6099999999999999
Australian Open 2014,Men,2014-01-16,Stanislas Wawrinka,1.1400000000000001,Vasek Pospisil,5.699999999999999
Australian Open 2014,Men,2014-01-18,Donald Young,7,Kei Nishikori,1.15
Australian Open 2014,Men,2014-01-18,Gael Monfils,8.600000000000001,Rafael Nadal,1.11
Australian Open 2014,Men,2014-01-18,Martin Klizan,1.73,Stephane Robert,2.3
Australian Open 2014,Men,2014-01-18,Grigor Dimitrov,2.04,Milos Raonic,1.82
Australian Open 2014,Men,2014-01-18,Andy Murray,1.08,Feliciano Lopez,11.5
Australian Open 2014,Men,2014-01-18,Benoit Paire,2.7800000000000002,Roberto Bautista Agut,1.5
Australian Open 2014,Men,2014-01-18,Gilles Simon,6.4,Jo Wilfried Tsonga,1.16
Australian Open 2014,Men,2014-01-18,Roger Federer,1.02,Teymuraz Gabashvili,29
Australian Open 2014,Men,2014-01-19,David Ferrer,1.29,Florian Mayer,4.3
Australian Open 2014,Men,2014-01-19,Kevin Anderson,9.4,Tomas Berdych,1.1
Australian Open 2014,Men,2014-01-17,Stanislas Wawrinka,1.07,Tommy Robredo,1.06
Australian Open 2014,Men,2014-01-19,Stanislas Wawrinka,1.36,Tommy Robredo,3.65
Australian Open 2014,Men,2014-01-19,Fabio Fognini,55,Novak Djokovic,1.01
Australian Open 2014,Men,2014-01-20,Grigor Dimitrov,1.65,Roberto Bautista Agut,2.4
Australian Open 2014,Men,2014-01-20,Andy Murray,1.02,Stephane Robert,38
Australian Open 2014,Men,2014-01-20,Jo Wilfried Tsonga,2.58,Roger Federer,1.6099999999999999
Australian Open 2014,Men,2014-01-20,Kei Nishikori,19.5,Rafael Nadal,1.04
Australian Open 2014,Men,2014-01-21,David Ferrer,2.64,Tomas Berdych,1.5899999999999999
Australian Open 2014,Men,2014-01-21,Novak Djokovic,1.1,Stanislas Wawrinka,10
Australian Open 2014,Men,2014-01-22,Grigor Dimitrov,8.8,Rafael Nadal,1.11
Australian Open 2014,Men,2014-01-22,Andy Murray,2.3,Roger Federer,1.75
Australian Open 2014,Men,2014-01-23,Stanislas Wawrinka,1.84,Tomas Berdych,2.16
Australian Open 2014,Men,2014-01-24,Rafael Nadal,1.67,Roger Federer,2.44
Australian Open 2014,Men,2014-01-26,Rafael Nadal,1.18,Stanislas Wawrinka,6.2
Australian Open 2015,Men,2015-01-20,Albert Ramos Vinolas,2.3,Andrey Kuznetsov,1.67
Australian Open 2015,Men,2015-01-20,Fernando Verdasco,1.25,James Ward,4.3
Australian Open 2015,Men,2015-01-20,Gilles Muller,1.65,Pablo Carreno Busta,2.1
Australian Open 2015,Men,2015-01-20,Dominic Thiem,2.1,Roberto Bautista Agut,1.47
Australian Open 2015,Men,2015-01-20,Denis Kudla,2.14,Feliciano Lopez,1.33
Australian Open 2015,Men,2015-01-20,Adrian Mannarino,1.28,Blaz Rola,4.3
Australian Open 2015,Men,2015-01-20,Gael Monfils,1.19,Lucas Pouille,5.3
Australian Open 2015,Men,2015-01-20,Benjamin Becker,3.3,Julien Benneteau,1.4
Australian Open 2015,Men,2015-01-20,Lleyton Hewitt,1.34,Ze Zhang,3.65
Australian Open 2015,Men,2015-01-20,Marsel Ilhan,9.8,Stan Wawrinka,1.03
Australian Open 2015,Men,2015-01-20,Andrey Golubev,2.48,Jarkko Nieminen,1.63
Australian Open 2015,Men,2015-01-20,Alexandr Dolgopolov,1.84,Paolo Lorenzi,1.72
Australian Open 2015,Men,2015-01-20,Sam Querrey,2.16,Vasek Pospisil,1.82
Australian Open 2015,Men,2015-01-20,Guillermo Garcia Lopez,2.34,Peter Gojowczyk,1.5899999999999999
Australian Open 2015,Men,2015-01-20,Alejandro Gonzalez,3.3,Fabio Fognini,1.35
Australian Open 2015,Men,2015-01-20,David Ferrer,1.07,Thomaz Bellucci,12
Australian Open 2015,Men,2015-01-20,Dusan Lajovic,2.5,Sergiy Stakhovsky,1.5899999999999999
Australian Open 2015,Men,2015-01-20,Marcel Granollers,2.2800000000000002,Stephane Robert,1.74
Australian Open 2015,Men,2015-01-20,Gilles Simon,1.21,Robin Haase,4.1
Australian Open 2015,Men,2015-01-20,Ivan Dodig,1.22,Joao Souza,5
Australian Open 2015,Men,2015-01-20,Kei Nishikori,1.09,Nicolas Almagro,10.5
Australian Open 2015,Men,2015-01-19,Alejandro Falla,27,Tomas Berdych,1.03
Australian Open 2015,Men,2015-01-19,Jiri Vesely,2.2,Viktor Troicki,1.79
Australian Open 2015,Men,2015-01-19,John Millman,2.24,Leonardo Mayer,1.74
Australian Open 2015,Men,2015-01-19,Paul Henri Mathieu,2.58,Philipp Kohlschreiber,1.26
Australian Open 2015,Men,2015-01-19,Bernard Tomic,1.1400000000000001,Tobias Kamke,2.24
Australian Open 2015,Men,2015-01-19,Filip Krajinovic,2.54,Sam Groth,1.44
Australian Open 2015,Men,2015-01-19,Ernests Gulbis,1.6099999999999999,Thanasi Kokkinakis,1.81
Australian Open 2015,Men,2015-01-19,Diego Schwartzman,8.4,Kevin Anderson,1.12
Australian Open 2015,Men,2015-01-19,Igor Sijsling,1.28,Ricardas Berankis,1.6099999999999999
Australian Open 2015,Men,2015-01-19,Blaz Kavcic,1.62,James Duckworth,2.4
Australian Open 2015,Men,2015-01-19,Carlos Berlocq,10.5,Richard Gasquet,1.08
Australian Open 2015,Men,2015-01-19,Kenny De Schepper,2.36,Lukas Rosol,1.6
Australian Open 2015,Men,2015-01-19,Dudi Sela,2.7800000000000002,Jan Lennard Struff,1.54
Australian Open 2015,Men,2015-01-19,Mikhail Youzhny,6.800000000000001,Rafael Nadal,1.15
Australian Open 2015,Men,2015-01-19,Joao Sousa,1.63,Jordan Thompson,2.38
Australian Open 2015,Men,2015-01-19,Martin Klizan,1.3900000000000001,Tatsuma Ito,3.4499999999999997
Australian Open 2015,Men,2015-01-19,Marcos Baghdatis,1.56,Teymuraz Gabashvili,2.44
Australian Open 2015,Men,2015-01-19,Lukas Lacko,1.36,Maximo Gonzalez,3.0999999999999996
Australian Open 2015,Men,2015-01-19,Dustin Brown,9,Grigor Dimitrov,1.09
Australian Open 2015,Men,2015-01-19,Edouard Roger Vasselin,2.18,Tommy Robredo,1.29
Australian Open 2015,Men,2015-01-19,Malek Jaziri,2.76,Mikhail Kukushkin,1.46
Australian Open 2015,Men,2015-01-19,Federico Delbonis,5.699999999999999,Nick Kyrgios,1.18
Australian Open 2015,Men,2015-01-19,Borna Coric,2.7800000000000002,Jeremy Chardy,1.47
Australian Open 2015,Men,2015-01-19,Andreas Seppi,1.69,Denis Istomin,2.2
Australian Open 2015,Men,2015-01-19,Juan Monaco,2.24,Simone Bolelli,1.74
Australian Open 2015,Men,2015-01-19,Roger Federer,1.02,Yen Hsun Lu,34
Australian Open 2015,Men,2015-01-20,Aljaz Bedene,65,Novak Djokovic,1.01
Australian Open 2015,Men,2015-01-20,Elias Ymer,1.98,Go Soeda,1.99
Australian Open 2015,Men,2015-01-20,Jimmy Wang,4.1,John Isner,1.25
Australian Open 2015,Men,2015-01-20,Andreas Haider Maurer,1.52,Laurent Lokoli,2.8200000000000003
Australian Open 2015,Men,2015-01-20,Donald Young,1.3900000000000001,Tim Puetz,3.4
Australian Open 2015,Men,2015-01-20,Illya Marchenko,16,Milos Raonic,1.05
Australian Open 2015,Men,2015-01-20,Marius Copil,2.16,Pablo Andujar,1.84
Australian Open 2015,Men,2015-01-20,Matthias Bachinger,1.49,Pablo Cuevas,1.8900000000000001
Australian Open 2015,Men,2015-01-20,Jan Hernych,2.26,Santiago Giraldo,1.72
Australian Open 2015,Men,2015-01-20,Kyle Edmund,3.5999999999999996,Steve Johnson,1.23
Australian Open 2015,Men,2015-01-19,Jurgen Melzer,1.45,Victor Estrella Burgos,3.0999999999999996
Australian Open 2015,Men,2015-01-19,Luke Saville,1.58,Tim Smyczek,1.3
Australian Open 2015,Men,2015-01-19,Andy Murray,1.02,Yuki Bhambri,44
Australian Open 2015,Men,2015-01-19,Alexander Kudryavtsev,2.96,Marinko Matosevic,1.36
Australian Open 2015,Men,2015-01-19,David Goffin,1.12,Michael Russell,1.5
Australian Open 2015,Men,2015-01-19,Ivo Karlovic,1.26,Ruben Bemelmans,4.3999999999999995
Australian Open 2015,Men,2015-01-20,Hiroki Moriya,8,Jerzy Janowicz,1.13
Australian Open 2015,Men,2015-01-21,Joao Sousa,3.05,Martin Klizan,1.46
Australian Open 2015,Men,2015-01-21,Andreas Seppi,2.38,Jeremy Chardy,1.55
Australian Open 2015,Men,2015-01-21,Kevin Anderson,1.33,Ricardas Berankis,3.4499999999999997
Australian Open 2015,Men,2015-01-21,Andy Murray,1.03,Marinko Matosevic,21
Australian Open 2015,Men,2015-01-21,Grigor Dimitrov,1.07,Lukas Lacko,12.5
Australian Open 2015,Men,2015-01-21,Jurgen Melzer,20,Tomas Berdych,1.03
Australian Open 2015,Men,2015-01-21,Bernard Tomic,1.69,Philipp Kohlschreiber,2.4
Australian Open 2015,Men,2015-01-21,James Duckworth,7,Richard Gasquet,1.1400000000000001
Australian Open 2015,Men,2015-01-21,Rafael Nadal,1.02,Tim Smyczek,28
Australian Open 2015,Men,2015-01-21,David Goffin,1.44,Marcos Baghdatis,3.05
Australian Open 2015,Men,2015-01-21,Leonardo Mayer,2.08,Viktor Troicki,1.81
Australian Open 2015,Men,2015-01-21,Dudi Sela,1.87,Lukas Rosol,2
Australian Open 2015,Men,2015-01-21,Roger Federer,1.02,Simone Bolelli,32
Australian Open 2015,Men,2015-01-21,Edouard Roger Vasselin,1.53,Malek Jaziri,2.76
Australian Open 2015,Men,2015-01-21,Samuel Groth,1.81,Thanasi Kokkinakis,2.18
Australian Open 2015,Men,2015-01-21,Ivo Karlovic,1.69,Nick Kyrgios,2.3
Australian Open 2015,Men,2015-01-22,Alejandro Gonzalez,2.5,Guillermo Garcia Lopez,1.4100000000000001
Australian Open 2015,Men,2015-01-22,Santiago Giraldo,2.68,Steve Johnson,1.51
Australian Open 2015,Men,2015-01-22,Adrian Mannarino,1.79,Feliciano Lopez,2.18
Australian Open 2015,Men,2015-01-22,Donald Young,12,Milos Raonic,1.07
Australian Open 2015,Men,2015-01-22,Andreas Haider Maurer,6.6000000000000005,John Isner,1.16
Australian Open 2015,Men,2015-01-22,Gilles Muller,2.62,Roberto Bautista Agut,1.47
Australian Open 2015,Men,2015-01-22,Gilles Simon,1.34,Marcel Granollers,3.9
Australian Open 2015,Men,2015-01-22,Ivan Dodig,8.8,Kei Nishikori,1.06
Australian Open 2015,Men,2015-01-22,Fernando Verdasco,1.24,Go Soeda,4.8
Australian Open 2015,Men,2015-01-22,Marius Copil,8.600000000000001,Stan Wawrinka,1.05
Australian Open 2015,Men,2015-01-22,Jarkko Nieminen,2,Matthias Bachinger,1.97
Australian Open 2015,Men,2015-01-22,Andrey Kuznetsov,60,Novak Djokovic,1.01
Australian Open 2015,Men,2015-01-22,David Ferrer,1.05,Sergiy Stakhovsky,15
Australian Open 2015,Men,2015-01-22,Benjamin Becker,1.96,Lleyton Hewitt,2
Australian Open 2015,Men,2015-01-22,Paolo Lorenzi,4.8999999999999995,Vasek Pospisil,1.22
Australian Open 2015,Men,2015-01-22,Gael Monfils,1.38,Jerzy Janowicz,3.5
Australian Open 2015,Men,2015-01-23,Tomas Berdych,1.18,Viktor Troicki,5.8
Australian Open 2015,Men,2015-01-23,Kevin Anderson,2.56,Richard Gasquet,1.6099999999999999
Australian Open 2015,Men,2015-01-23,Andy Murray,1.02,Joao Sousa,34
Australian Open 2015,Men,2015-01-23,Grigor Dimitrov,1.26,Marcos Baghdatis,4.699999999999999
Australian Open 2015,Men,2015-01-23,Malek Jaziri,5.699999999999999,Nick Kyrgios,1.2
Australian Open 2015,Men,2015-01-23,Andreas Seppi,22,Roger Federer,1.03
Australian Open 2015,Men,2015-01-23,Bernard Tomic,1.28,Sam Groth,4.1
Australian Open 2015,Men,2015-01-23,Dudi Sela,9.2,Rafael Nadal,1.11
Australian Open 2015,Men,2015-01-24,Kei Nishikori,1.1,Steve Johnson,8.4
Australian Open 2015,Men,2015-01-24,Jarkko Nieminen,9.4,Stan Wawrinka,1.08
Australian Open 2015,Men,2015-01-24,Guillermo Garcia Lopez,1.72,Vasek Pospisil,2.3
Australian Open 2015,Men,2015-01-24,Gilles Muller,2.66,John Isner,1.5899999999999999
Australian Open 2015,Men,2015-01-24,David Ferrer,1.45,Gilles Simon,3.0999999999999996
Australian Open 2015,Men,2015-01-24,Fernando Verdasco,16.5,Novak Djokovic,1.04
Australian Open 2015,Men,2015-01-24,Feliciano Lopez,2.48,Jerzy Janowicz,1.65
Australian Open 2015,Men,2015-01-24,Benjamin Becker,12,Milos Raonic,1.07
Australian Open 2015,Men,2015-01-25,Andy Murray,1.31,Grigor Dimitrov,4
Australian Open 2015,Men,2015-01-25,Bernard Tomic,3.5,Tomas Berdych,1.37
Australian Open 2015,Men,2015-01-25,Andreas Seppi,2.2800000000000002,Nick Kyrgios,1.77
Australian Open 2015,Men,2015-01-25,Kevin Anderson,4.1,Rafael Nadal,1.31
Australian Open 2015,Men,2015-01-26,Guillermo Garcia Lopez,11,Stan Wawrinka,1.08
Australian Open 2015,Men,2015-01-26,Feliciano Lopez,6,Milos Raonic,1.17
Australian Open 2015,Men,2015-01-26,Gilles Muller,24,Novak Djokovic,1.03
Australian Open 2015,Men,2015-01-26,David Ferrer,3.25,Kei Nishikori,1.43
Australian Open 2015,Men,2015-01-27,Rafael Nadal,1.6,Tomas Berdych,2.62
Australian Open 2015,Men,2015-01-27,Andy Murray,1.15,Nick Kyrgios,7.2
Australian Open 2015,Men,2015-01-28,Kei Nishikori,1.73,Stan Wawrinka,2.32
Australian Open 2015,Men,2015-01-28,Milos Raonic,7.4,Novak Djokovic,1.1400000000000001
Australian Open 2015,Men,2015-01-29,Andy Murray,1.74,Tomas Berdych,2.34
Australian Open 2015,Men,2015-01-30,Novak Djokovic,1.25,Stan Wawrinka,4.8
Australian Open 2015,Men,2015-02-01,Andy Murray,3.05,Novak Djokovic,1.46
Australian Open 2016,Men,2016-01-18,Ivan Dodig,1.18,Quentin Halys,5.199999999999999
Australian Open 2016,Men,2016-01-19,Benjamin Becker,1.98,Dudi Sela,1.9
Australian Open 2016,Men,2016-01-18,Denis Kudla,1.4100000000000001,Filip Krajinovic,2.7800000000000002
Australian Open 2016,Men,2016-01-18,Andreas Seppi,1.69,Teymuraz Gabashvili,2.38
Australian Open 2016,Men,2016-01-19,Ernests Gulbis,3.5999999999999996,Jeremy Chardy,1.36
Australian Open 2016,Men,2016-01-18,Federico Delbonis,3.15,Ivo Karlovic,1.31
Australian Open 2016,Men,2016-01-19,Marco Cecchinato,9.8,Nicolas Mahut,1.08
Australian Open 2016,Men,2016-01-18,Evgeny Donskoy,1.49,Inigo Cervantes,2.7800000000000002
Australian Open 2016,Men,2016-01-19,Kevin Anderson,1.07,Rajeev Ram,13.5
Australian Open 2016,Men,2016-01-19,Fernando Verdasco,12,Rafael Nadal,1.08
Australian Open 2016,Men,2016-01-19,Lucas Pouille,16.5,Milos Raonic,1.05
Australian Open 2016,Men,2016-01-18,Gilles Simon,1.54,Vasek Pospisil,2.8200000000000003
Australian Open 2016,Men,2016-01-19,Malek Jaziri,3.8499999999999996,Tommy Robredo,1.33
Australian Open 2016,Men,2016-01-19,Daniel Munoz De La Nava,7.800000000000001,Viktor Troicki,1.1400000000000001
Australian Open 2016,Men,2016-01-18,Jo Wilfried Tsonga,1.19,Marcos Baghdatis,5.8
Australian Open 2016,Men,2016-01-19,Lukas Rosol,1.3900000000000001,Taro Daniel,3.1999999999999997
Australian Open 2016,Men,2016-01-18,Illya Marchenko,1.1400000000000001,Omar Jasika,6.800000000000001
Australian Open 2016,Men,2016-01-19,Dmitry Tursunov,55,Stan Wawrinka,1.01
Australian Open 2016,Men,2016-01-18,Benoit Paire,1.08,Noah Rubin,11
Australian Open 2016,Men,2016-01-19,James Duckworth,2.74,Lleyton Hewitt,1.56
Australian Open 2016,Men,2016-01-18,Guillermo Garcia Lopez,1.49,Paul Henri Mathieu,2.7
Australian Open 2016,Men,2016-01-19,Jordan Thompson,3.0999999999999996,Thomaz Bellucci,1.44
Australian Open 2016,Men,2016-01-19,Aljaz Bedene,2.2800000000000002,Steve Johnson,1.65
Australian Open 2016,Men,2016-01-18,Kei Nishikori,1.26,Philipp Kohlschreiber,4.5
Australian Open 2016,Men,2016-01-19,Guido Pella,1.5899999999999999,Steve Darcis,2.58
Australian Open 2016,Men,2016-01-19,Marcel Granollers,1.55,Matthew Ebden,2.62
Australian Open 2016,Men,2016-01-18,Nikoloz Basilashvili,80,Roger Federer,1.01
Australian Open 2016,Men,2016-01-19,Jerzy Janowicz,4.5,John Isner,1.27
Australian Open 2016,Men,2016-01-18,Alexandr Dolgopolov,1.22,Ricardas Berankis,5.1
Australian Open 2016,Men,2016-01-19,Bernard Tomic,1.25,Denis Istomin,4.8999999999999995
Australian Open 2016,Men,2016-01-19,Brian Baker,8,Simone Bolelli,1.13
Australian Open 2016,Men,2016-01-18,Grigor Dimitrov,1.1,Paolo Lorenzi,10
Australian Open 2016,Men,2016-01-19,Diego Schwartzman,3.65,John Millman,1.34
Australian Open 2016,Men,2016-01-18,Dominic Thiem,1.62,Leonardo Mayer,2.08
Australian Open 2016,Men,2016-01-19,Fabio Fognini,2.16,Gilles Muller,1.76
Australian Open 2016,Men,2016-01-18,Julien Benneteau,3.3,Nicolas Almagro,1.29
Australian Open 2016,Men,2016-01-19,Joao Sousa,1.72,Mikhail Kukushkin,2.16
Australian Open 2016,Men,2016-01-19,Donald Young,1.56,Santiago Giraldo,2.64
Australian Open 2016,Men,2016-01-18,Damir Dzumhur,3.65,Kyle Edmund,1.3
Australian Open 2016,Men,2016-01-18,David Goffin,1.16,Sergiy Stakhovsky,6.4
Australian Open 2016,Men,2016-01-18,Marin Cilic,1.08,Thiemo De Bakker,12
Australian Open 2016,Men,2016-01-18,Albert Ramos Vinolas,3.5,Borna Coric,1.38
Australian Open 2016,Men,2016-01-19,Adrian Mannarino,1.56,Sam Groth,2.6
Australian Open 2016,Men,2016-01-18,Dusan Lajovic,3.4499999999999997,Sam Querrey,1.36
Australian Open 2016,Men,2016-01-18,Martin Klizan,10.5,Roberto Bautista Agut,1.08
Australian Open 2016,Men,2016-01-19,Alexander Zverev,38,Andy Murray,1.02
Australian Open 2016,Men,2016-01-18,Nick Kyrgios,1.1400000000000001,Pablo Carreno Busta,7.800000000000001
Australian Open 2016,Men,2016-01-18,Pablo Cuevas,1.49,Yoshihito Nishioka,2.62
Australian Open 2016,Men,2016-01-18,Tomas Berdych,1.01,Yuki Bhambri,3.5
Australian Open 2016,Men,2016-01-18,Jiri Vesely,1.18,Renzo Olivo,5.5
Australian Open 2016,Men,2016-01-18,Pablo Andujar,2.6,Pierre Hugues Herbert,1.55
Australian Open 2016,Men,2016-01-18,Daniel Brands,1.36,Victor Estrella Burgos,3.5
Australian Open 2016,Men,2016-01-18,Austin Krajicek,1.67,Di Wu,2.16
Australian Open 2016,Men,2016-01-18,Jozef Kovalik,1.82,Marco Trungelliti,2.12
Australian Open 2016,Men,2016-01-18,Mirza Basic,3.0999999999999996,Robin Haase,1.43
Australian Open 2016,Men,2016-01-19,Andrey Kuznetsov,1.49,Ryan Harrison,2.58
Australian Open 2016,Men,2016-01-19,Gael Monfils,1.11,Yuichi Sugita,8.8
Australian Open 2016,Men,2016-01-19,Daniel Gimeno Traver,4,Tim Smyczek,1.31
Australian Open 2016,Men,2016-01-19,Bjorn Fratangelo,2.58,Stephane Robert,1.6
Australian Open 2016,Men,2016-01-19,Jack Sock,1.52,Taylor Fritz,2.8200000000000003
Australian Open 2016,Men,2016-01-19,Radek Stepanek,1.34,Tatsuma Ito,3.6999999999999997
Australian Open 2016,Men,2016-01-19,David Ferrer,1.06,Peter Gojowczyk,14.5
Australian Open 2016,Men,2016-01-19,Daniel Evans,3.75,Feliciano Lopez,1.26
Australian Open 2016,Men,2016-01-20,Austin Krajicek,27,Kei Nishikori,1.02
Australian Open 2016,Men,2016-01-20,Federico Delbonis,1.36,Renzo Olivo,3.4499999999999997
Australian Open 2016,Men,2016-01-20,Evgeny Donskoy,7.6000000000000005,Gilles Simon,1.13
Australian Open 2016,Men,2016-01-20,Daniel Brands,3.15,Guillermo Garcia Lopez,1.45
Australian Open 2016,Men,2016-01-20,Dominic Thiem,1.42,Nicolas Almagro,3.1999999999999997
Australian Open 2016,Men,2016-01-20,Damir Dzumhur,15.5,David Goffin,1.05
Australian Open 2016,Men,2016-01-20,Albert Ramos Vinolas,7.4,Marin Cilic,1.15
Australian Open 2016,Men,2016-01-20,Mirza Basic,32,Tomas Berdych,1.02
Australian Open 2016,Men,2016-01-20,Noah Rubin,3.8,Pierre Hugues Herbert,1.34
Australian Open 2016,Men,2016-01-20,Andreas Seppi,1.42,Denis Kudla,3.15
Australian Open 2016,Men,2016-01-20,Alexandr Dolgopolov,11.5,Roger Federer,1.08
Australian Open 2016,Men,2016-01-20,Grigor Dimitrov,1.04,Marco Trungelliti,18.5
Australian Open 2016,Men,2016-01-20,Dusan Lajovic,7.6000000000000005,Roberto Bautista Agut,1.13
Australian Open 2016,Men,2016-01-20,Jo Wilfred Tsonga,1.02,Omar Jasika,36
Australian Open 2016,Men,2016-01-20,Nick Kyrgios,1.1400000000000001,Pablo Cuevas,7.6000000000000005
Australian Open 2016,Men,2016-01-21,Andrey Kuznetsov,2.22,Jeremy Chardy,1.75
Australian Open 2016,Men,2016-01-21,Bernard Tomic,1.19,Simone Bolelli,5.8
Australian Open 2016,Men,2016-01-21,Steve Johnson,1.58,Thomaz Bellucci,2.62
Australian Open 2016,Men,2016-01-21,Feliciano Lopez,1.17,Guido Pella,6.4
Australian Open 2016,Men,2016-01-21,Andy Murray,1.02,Sam Groth,38
Australian Open 2016,Men,2016-01-21,Jack Sock,1.54,Lukas Rosol,2.72
Australian Open 2016,Men,2016-01-21,Joao Sousa,1.51,Santiago Giraldo,2.88
Australian Open 2016,Men,2016-01-21,John Isner,1.12,Marcel Granollers,8
Australian Open 2016,Men,2016-01-21,Gilles Muller,1.34,John Millman,3.8499999999999996
Australian Open 2016,Men,2016-01-21,Gael Monfils,1.22,Nicolas Mahut,5.199999999999999
Australian Open 2016,Men,2016-01-21,Milos Raonic,1.06,Tommy Robredo,14
Australian Open 2016,Men,2016-01-21,Rajeev Ram,2.4,Stephane Robert,1.6800000000000002
Australian Open 2016,Men,2016-01-21,Radek Stepanek,13,Stan Wawrinka,1.08
Australian Open 2016,Men,2016-01-21,Dudi Sela,4.1,Fernando Verdasco,1.3
