tournament,men_women,match_date,player_1,player_1_odds,player_2,player_2_odds
Australian Open 2014,Women,2014-01-13,Mona Barthel,2.24,Shuai Zhang,1.74
Australian Open 2014,Women,2014-01-14,Anna Schmiedlova,1.52,Timea Babos,2.7
Australian Open 2014,Women,2014-01-13,Luksika Kumkhum,10.5,Petra Kvitova,1.07
Australian Open 2014,Women,2014-01-14,Christina McHale,1.47,Yung Jan Chan,2.98
Australian Open 2014,Women,2014-01-14,Caroline Wozniacki,1.04,Lourdes Dominguez Lino,18
Australian Open 2014,Women,2014-01-14,Sloane Stephens,1.27,Yaroslava Shvedova,4
Australian Open 2014,Women,2014-01-14,Ajla Tomljanovic,1.18,Tadeja Majeric,4.5
Australian Open 2014,Women,2014-01-14,Mariana Duque Marino,2,Olivia Rogowska,1.96
Australian Open 2014,Women,2014-01-14,Elina Svitolina,3.4,Svetlana Kuznetsova,1.3900000000000001
Australian Open 2014,Women,2014-01-14,Chanelle Scheepers,2.18,Yvonne Meusburger,1.76
Australian Open 2014,Women,2014-01-14,Barbora Zahlavova Strycova,1.48,Su Wei Hsieh,2.9
Australian Open 2014,Women,2014-01-14,Johanna Larsson,46,Victoria Azarenka,1.02
Australian Open 2014,Women,2014-01-13,Daniela Hantuchova,2.3,Heather Watson,1.7000000000000002
Australian Open 2014,Women,2014-01-13,Ana Konjuh,15.5,Na Li,1.06
Australian Open 2014,Women,2014-01-13,Belinda Bencic,1.6,Kimiko Date Krumm,2.52
Australian Open 2014,Women,2014-01-13,Donna Vekic,1.76,Lucie Hradecka,2.16
Australian Open 2014,Women,2014-01-13,Anabel Medina Garrigues,2.26,Irina Falconi,1.73
Australian Open 2014,Women,2014-01-13,Alla Kudryavtseva,1.47,Caroline Garcia,2.9
Australian Open 2014,Women,2014-01-13,Anna Tatishvili,2.02,Monica Puig,1.9300000000000002
Australian Open 2014,Women,2014-01-14,Katerina Siniakova,1.76,Zarina Diyas,1.97
Australian Open 2014,Women,2014-01-14,Katarzyna Piter,8.8,Simona Halep,1.12
Australian Open 2014,Women,2014-01-14,Galina Voskoboeva,1.65,Irina Camelia Begu,2.44
Australian Open 2014,Women,2014-01-14,Olga Govortsova,2.34,Ying Ying Duan,1.6800000000000002
Australian Open 2014,Women,2014-01-14,Carina Witthoeft,1.74,Mandy Minella,2.02
Australian Open 2014,Women,2014-01-14,Bojana Jovanovski,1.51,Jana Cepelova,2.84
Australian Open 2014,Women,2014-01-15,Alla Kudryavtseva,10.5,Angelique Kerber,1.09
Australian Open 2014,Women,2014-01-15,Casey Dellacqua,2.96,Kirsten Flipkens,1.49
Australian Open 2014,Women,2014-01-15,Daniela Hantuchova,1.65,Karolina Pliskova,2.18
Australian Open 2014,Women,2014-01-15,Belinda Bencic,19,Na Li,1.04
Australian Open 2014,Women,2014-01-15,Flavia Pennetta,1.44,Monica Puig,2.8
Australian Open 2014,Women,2014-01-15,Ana Ivanovic,1.1400000000000001,Annika Beck,7
Australian Open 2014,Women,2014-01-15,Eugenie Bouchard,1.15,Virginie Razzano,4.5
Australian Open 2014,Women,2014-01-15,Ekaterina Makarova,1.12,Irina Falconi,8.2
Australian Open 2014,Women,2014-01-15,Jie Zheng,3.4499999999999997,Madison Keys,1.37
Australian Open 2014,Women,2014-01-15,Lucie Hradecka,4.1,Lucie Safarova,1.27
Australian Open 2014,Women,2014-01-15,Luksika Kumkhum,2.54,Mona Barthel,1.58
Australian Open 2014,Women,2014-01-15,Samantha Stosur,1.54,Tsvetana Pironkova,2.24
Australian Open 2014,Women,2014-01-15,Julia Goerges,1.76,Lauren Davis,2.2800000000000002
Australian Open 2014,Women,2014-01-15,Monica Niculescu,2.9,Sabine Lisicki,1.49
Australian Open 2014,Women,2014-01-15,Alison Riske,1.37,Yanina Wickmayer,3.65
Australian Open 2014,Women,2014-01-16,Caroline Wozniacki,1.29,Christina McHale,4.1
Australian Open 2014,Women,2014-01-16,Barbora Zahlavova Strycova,17,Victoria Azarenka,1.04
Australian Open 2014,Women,2014-01-16,Carla Suarez Navarro,1.29,Galina Voskoboeva,3.6999999999999997
Australian Open 2014,Women,2014-01-16,Alize Cornet,1.37,Camila Giorgi,2.96
Australian Open 2014,Women,2014-01-16,Dominika Cibulkova,1.52,Stefanie Voegele,2.42
Australian Open 2014,Women,2014-01-16,Simona Halep,1.1,Varvara Lepchenko,8.2
Australian Open 2014,Women,2014-01-16,Anastasia Pavlyuchenkova,1.43,Mandy Minella,3.0999999999999996
Australian Open 2014,Women,2014-01-16,Agnieszka Radwanska,1.05,Olga Govortsova,15.5
Australian Open 2014,Women,2014-01-16,Ayumi Morita,8,Jelena Jankovic,1.09
Australian Open 2014,Women,2014-01-16,Kurumi Nara,2.2,Magdalena Rybarikova,1.67
Australian Open 2014,Women,2014-01-14,Sorana Cirstea,1.02,Zarina Diyas,1.02
Australian Open 2014,Women,2014-01-16,Anna Schmiedlova,6.6000000000000005,Garbine Muguruza,1.13
Australian Open 2014,Women,2014-01-16,Marina Erakovic,1.72,Zarina Diyas,2.3
Australian Open 2014,Women,2014-01-16,Ajla Tomljanovic,5.1,Sloane Stephens,1.2
Australian Open 2014,Women,2014-01-16,Elina Svitolina,1.35,Olivia Rogowska,3.3499999999999996
Australian Open 2014,Women,2014-01-16,Karin Knapp,20,Maria Sharapova,1.03
Australian Open 2014,Women,2014-01-16,Bojana Jovanovski,1.6400000000000001,Yvonne Meusburger,2.44
Australian Open 2014,Women,2014-01-17,Ekaterina Makarova,1.54,Monica Niculescu,2.8
Australian Open 2014,Women,2014-01-17,Lucie Safarova,8,Na Li,1.13
Australian Open 2014,Women,2014-01-17,Flavia Pennetta,1.49,Mona Barthel,2.8200000000000003
Australian Open 2014,Women,2014-01-17,Daniela Hantuchova,46,Serena Williams,1.02
Australian Open 2014,Women,2014-01-17,Alison Riske,4,Angelique Kerber,1.31
Australian Open 2014,Women,2014-01-17,Casey Dellacqua,1.67,Jie Zheng,2.42
Australian Open 2014,Women,2014-01-17,Ana Ivanovic,1.7000000000000002,Samantha Stosur,2.4
Australian Open 2014,Women,2014-01-17,Eugenie Bouchard,1.36,Lauren Davis,3.65
Australian Open 2014,Women,2014-01-18,Simona Halep,1.09,Zarina Diyas,11
Australian Open 2014,Women,2014-01-18,Carla Suarez Navarro,2.74,Dominika Cibulkova,1.54
Australian Open 2014,Women,2014-01-18,Alize Cornet,7.2,Maria Sharapova,1.1400000000000001
Australian Open 2014,Women,2014-01-18,Agnieszka Radwanska,1.25,Anastasia Pavlyuchenkova,4.8
Australian Open 2014,Women,2014-01-18,Caroline Wozniacki,1.77,Garbine Muguruza,2.16
Australian Open 2014,Women,2014-01-18,Elina Svitolina,4.1,Sloane Stephens,1.29
Australian Open 2014,Women,2014-01-18,Jelena Jankovic,1.12,Kurumi Nara,8.2
Australian Open 2014,Women,2014-01-18,Victoria Azarenka,1.02,Yvonne Meusburger,25
Australian Open 2014,Women,2014-01-19,Angelique Kerber,1.48,Flavia Pennetta,3
Australian Open 2014,Women,2014-01-19,Ekaterina Makarova,3.55,Na Li,1.33
Australian Open 2014,Women,2014-01-19,Casey Dellacqua,3.05,Eugenie Bouchard,1.47
Australian Open 2014,Women,2014-01-19,Ana Ivanovic,14.5,Serena Williams,1.06
Australian Open 2014,Women,2014-01-20,Jelena Jankovic,2.22,Simona Halep,1.77
Australian Open 2014,Women,2014-01-20,Dominika Cibulkova,3.5999999999999996,Maria Sharapova,1.36
Australian Open 2014,Women,2014-01-20,Agnieszka Radwanska,1.47,Garbine Muguruza,3.05
Australian Open 2014,Women,2014-01-20,Sloane Stephens,7,Victoria Azarenka,1.16
Australian Open 2014,Women,2014-01-21,Flavia Pennetta,5.1,Na Li,1.23
Australian Open 2014,Women,2014-01-21,Ana Ivanovic,1.38,Eugenie Bouchard,3.55
Australian Open 2014,Women,2014-01-22,Dominika Cibulkova,2.56,Simona Halep,1.63
Australian Open 2014,Women,2014-01-22,Agnieszka Radwanska,5.3999999999999995,Victoria Azarenka,1.21
Australian Open 2014,Women,2014-01-23,Eugenie Bouchard,4.8999999999999995,Na Li,1.24
Australian Open 2014,Women,2014-01-23,Agnieszka Radwanska,1.44,Dominika Cibulkova,3.15
Australian Open 2014,Women,2014-01-25,Dominika Cibulkova,3.4499999999999997,Na Li,1.4
Australian Open 2015,Women,2015-01-20,Alison Van Uytvanck,23,Serena Williams,1.03
Australian Open 2015,Women,2015-01-20,Nicole Gibbs,1.56,Olivia Rogowska,2.6
Australian Open 2015,Women,2015-01-19,Elina Svitolina,1.22,Jana Cepelova,4.3
Australian Open 2015,Women,2015-01-20,Garbine Muguruza,1.28,Marina Erakovic,1.76
Australian Open 2015,Women,2015-01-20,Daniela Hantuchova,2,Saisai Zheng,1.92
Australian Open 2015,Women,2015-01-19,Polona Hercog,1.53,Qiang Wang,2.2800000000000002
Australian Open 2015,Women,2015-01-20,Jelena Jankovic,2.02,Timea Bacsinszky,1.75
Australian Open 2015,Women,2015-01-20,Dominika Cibulkova,1.37,Kirsten Flipkens,2.94
Australian Open 2015,Women,2015-01-19,Klara Koukalova,1.42,Storm Sanders,2.04
Australian Open 2015,Women,2015-01-20,Heather Watson,1.78,Tsvetana Pironkova,2.08
Australian Open 2015,Women,2015-01-20,Alize Cornet,1.2,Shuai Zhang,4.3999999999999995
Australian Open 2015,Women,2015-01-19,Belinda Bencic,1.92,Julia Goerges,1.99
Australian Open 2015,Women,2015-01-20,Barbora Zahlavova Strycova,1.35,Timea Babos,3.25
Australian Open 2015,Women,2015-01-19,Alison Riske,1.2,Oceane Dodin,2.34
Australian Open 2015,Women,2015-01-20,Jie Zheng,1.6099999999999999,Kai Chen Chang,2.46
Australian Open 2015,Women,2015-01-20,Sloane Stephens,2.92,Victoria Azarenka,1.4100000000000001
Australian Open 2015,Women,2015-01-19,Bojana Jovanovski,3.15,Roberta Vinci,1.36
Australian Open 2015,Women,2015-01-20,Caroline Wozniacki,1.13,Taylor Townsend,8
Australian Open 2015,Women,2015-01-19,An Sophie Mestach,7.2,Ekaterina Makarova,1.15
Australian Open 2015,Women,2015-01-20,Donna Vekic,2.56,Mona Barthel,1.54
Australian Open 2015,Women,2015-01-19,Grace Min,3.65,Sara Errani,1.29
Australian Open 2015,Women,2015-01-20,Lesia Tsurenko,2.9,Madison Keys,1.48
Australian Open 2015,Women,2015-01-19,Annika Beck,1.58,Silvia Soler Espinosa,2.58
Australian Open 2015,Women,2015-01-20,Casey Dellacqua,1.09,Yvonne Meusburger,10
Australian Open 2015,Women,2015-01-20,Monica Niculescu,2.26,Samantha Stosur,1.4100000000000001
Australian Open 2015,Women,2015-01-20,Coco Vandeweghe,1.44,Francesca Schiavone,2.9
Australian Open 2015,Women,2015-01-20,Irina Falconi,3.3,Kaia Kanepi,1.28
Australian Open 2015,Women,2015-01-20,Andrea Petkovic,1.69,Madison Brengle,2.22
Australian Open 2015,Women,2015-01-20,Camila Giorgi,2.2800000000000002,Flavia Pennetta,1.77
Australian Open 2015,Women,2015-01-20,Mirjana Lucic Baroni,2.2800000000000002,Tereza Smitkova,1.5899999999999999
Australian Open 2015,Women,2015-01-20,Aleksandra Krunic,1.94,Lauren Davis,1.85
Australian Open 2015,Women,2015-01-20,Maraa Teresa Torro Flor,1.65,Venus Williams,1.1
Australian Open 2015,Women,2015-01-19,Anastasia Pavlyuchenkova,1.2,Yanina Wickmayer,4.5
Australian Open 2015,Women,2015-01-19,Kristina Mladenovic,1.9,Sabine Lisicki,1.35
Australian Open 2015,Women,2015-01-20,Varvara Lepchenko,1.29,Vitalia Diatchenko,2.12
Australian Open 2015,Women,2015-01-19,Bethanie Mattek Sands,1.54,Ying Ying Duan,2.12
Australian Open 2015,Women,2015-01-20,Ajla Tomljanovic,1.76,Shelby Rogers,2.26
Australian Open 2015,Women,2015-01-20,Alla Kudryavtseva,2.22,Johanna Larsson,1.75
Australian Open 2015,Women,2015-01-20,Agnieszka Radwanska,1.09,Kurumi Nara,10.5
Australian Open 2015,Women,2015-01-19,Alexandra Dulgheru,3.25,Jarmila Gajdosova,1.4100000000000001
Australian Open 2015,Women,2015-01-19,Karin Knapp,11,Simona Halep,1.08
Australian Open 2015,Women,2015-01-19,Anna Lena Friedsam,12.5,Eugenie Bouchard,1.07
Australian Open 2015,Women,2015-01-19,Daria Gavrilova,1.47,Kiki Bertens,1.3
Australian Open 2015,Women,2015-01-19,Pauline Parmentier,2.32,Stefanie Voegele,1.36
Australian Open 2015,Women,2015-01-19,Caroline Garcia,2.76,Svetlana Kuznetsova,1.54
Australian Open 2015,Women,2015-01-19,Carina Witthoeft,5.5,Carla Suarez Navarro,1.19
Australian Open 2015,Women,2015-01-19,Elena Vesnina,1.9300000000000002,Katerina Siniakova,1.9500000000000002
Australian Open 2015,Women,2015-01-19,Angelique Kerber,1.16,Irina Camelia Begu,5.6
Australian Open 2015,Women,2015-01-19,Lucie Safarova,1.26,Yaroslava Shvedova,3.9499999999999997
Australian Open 2015,Women,2015-01-19,Arina Rodionova,2.88,Monica Puig,1.23
Australian Open 2015,Women,2015-01-19,Ana Konjuh,1.78,Magdalena Rybarikova,1.69
Australian Open 2015,Women,2015-01-19,Anna Schmiedlova,1.9100000000000001,Chanelle Scheepers,2.04
Australian Open 2015,Women,2015-01-20,Ons Jabeur,2.06,Vera Zvonareva,1.81
Australian Open 2015,Women,2015-01-20,Anna Tatishvili,1.54,Kimiko Date Krumm,2.74
Australian Open 2015,Women,2015-01-20,Denisa Allertova,1.25,Romina Oprandi,3.3499999999999996
Australian Open 2015,Women,2015-01-20,Petra Kvitova,1.05,Richel Hogenkamp,1.75
Australian Open 2015,Women,2015-01-19,Ana Ivanovic,1.06,Lucie Hradecka,12
Australian Open 2015,Women,2015-01-19,Evgeniya Rodina,1.49,Karolina Pliskova,1.25
Australian Open 2015,Women,2015-01-19,Lara Arruabarrena,2.2,Renata Voracova,1.65
Australian Open 2015,Women,2015-01-19,Christina McHale,1.8599999999999999,Stephanie Foretz,2.02
Australian Open 2015,Women,2015-01-19,Shuai Peng,1.45,Tatjana Maria,2.94
Australian Open 2015,Women,2015-01-19,Urszula Radwanska,2.2,Zarina Diyas,1.55
Australian Open 2015,Women,2015-01-19,Alexandra Panova,1.94,Sorana Cirstea,1.96
Australian Open 2015,Women,2015-01-19,Maria Sharapova,1.02,Petra Martic,27
Australian Open 2015,Women,2015-01-21,Julia Goerges,1.31,Klara Koukalova,3.65
Australian Open 2015,Women,2015-01-21,Jarmila Gajdosova,8.2,Simona Halep,1.12
Australian Open 2015,Women,2015-01-21,Magdalena Rybarikova,2.96,Shuai Peng,1.45
Australian Open 2015,Women,2015-01-21,Lucie Hradecka,2.04,Polona Hercog,1.74
Australian Open 2015,Women,2015-01-21,Caroline Garcia,1.58,Stefanie Voegele,2.56
Australian Open 2015,Women,2015-01-21,Karolina Pliskova,1.1,Oceane Dodin,6.800000000000001
Australian Open 2015,Women,2015-01-21,Lara Arruabarrena,2.06,Yanina Wickmayer,1.79
Australian Open 2015,Women,2015-01-20,Elina Svitolina,1.18,Yulia Putintseva,2.62
Australian Open 2015,Women,2015-01-21,Bethanie Mattek Sands,2.36,Kristina Mladenovic,1.67
Australian Open 2015,Women,2015-01-21,Sara Errani,1.45,Silvia Soler Espinosa,2.24
Australian Open 2015,Women,2015-01-21,Ekaterina Makarova,1.33,Roberta Vinci,3.05
Australian Open 2015,Women,2015-01-21,Carina Witthoeft,1.78,Christina McHale,2.02
Australian Open 2015,Women,2015-01-21,Irina Camelia Begu,2.1,Katerina Siniakova,1.83
Australian Open 2015,Women,2015-01-21,Monica Puig,2.02,Yaroslava Shvedova,1.87
Australian Open 2015,Women,2015-01-21,Anna Schmiedlova,2.6,Zarina Diyas,1.3900000000000001
Australian Open 2015,Women,2015-01-21,Eugenie Bouchard,1.15,Kiki Bertens,2.02
Australian Open 2015,Women,2015-01-21,Alexandra Panova,25,Maria Sharapova,1.02
Australian Open 2015,Women,2015-01-22,Daniela Hantuchova,5,Garbine Muguruza,1.23
Australian Open 2015,Women,2015-01-22,Alize Cornet,1.38,Denisa Allertova,3.3499999999999996
Australian Open 2015,Women,2015-01-21,Barbora Zahlavova Strycova,1.05,Kai Chen Chang,1.24
Australian Open 2015,Women,2015-01-22,Barbora Zahlavova Strycova,1.18,Kai Chen Chang,6.2
Australian Open 2015,Women,2015-01-22,Dominika Cibulkova,1.72,Tsvetana Pironkova,2.34
Australian Open 2015,Women,2015-01-22,Caroline Wozniacki,1.76,Victoria Azarenka,2.2800000000000002
Australian Open 2015,Women,2015-01-22,Coco Vandeweghe,2.08,Samantha Stosur,1.5899999999999999
Australian Open 2015,Women,2015-01-22,Elina Svitolina,1.21,Nicole Gibbs,5.3
Australian Open 2015,Women,2015-01-22,Mona Barthel,9,Petra Kvitova,1.1
Australian Open 2015,Women,2015-01-22,Irina Falconi,3.5999999999999996,Madison Brengle,1.35
Australian Open 2015,Women,2015-01-22,Serena Williams,1.08,Vera Zvonareva,11
Australian Open 2015,Women,2015-01-22,Casey Dellacqua,3.05,Madison Keys,1.48
Australian Open 2015,Women,2015-01-22,Camila Giorgi,1.69,Tereza Smitkova,2.3
Australian Open 2015,Women,2015-01-22,Lauren Davis,6.800000000000001,Venus Williams,1.15
Australian Open 2015,Women,2015-01-22,Agnieszka Radwanska,1.05,Johanna Larsson,15
Australian Open 2015,Women,2015-01-22,Anna Tatishvili,3.9,Timea Bacsinszky,1.26
Australian Open 2015,Women,2015-01-22,Ajla Tomljanovic,2.92,Varvara Lepchenko,1.35
Australian Open 2015,Women,2015-01-23,Shuai Peng,1.58,Yaroslava Shvedova,2.52
Australian Open 2015,Women,2015-01-23,Carina Witthoeft,2.06,Irina Camelia Begu,1.88
Australian Open 2015,Women,2015-01-23,Ekaterina Makarova,1.65,Karolina Pliskova,2.32
Australian Open 2015,Women,2015-01-23,Julia Goerges,1.52,Lucie Hradecka,2.4
Australian Open 2015,Women,2015-01-23,Sara Errani,1.47,Yanina Wickmayer,2.92
Australian Open 2015,Women,2015-01-23,Caroline Garcia,3.9,Eugenie Bouchard,1.28
Australian Open 2015,Women,2015-01-23,Maria Sharapova,1.11,Zarina Diyas,8.8
Australian Open 2015,Women,2015-01-23,Bethanie Mattek Sands,12.5,Simona Halep,1.07
Australian Open 2015,Women,2015-01-24,Garbine Muguruza,1.63,Timea Bacsinszky,2.54
Australian Open 2015,Women,2015-01-24,Camila Giorgi,3.0999999999999996,Venus Williams,1.44
Australian Open 2015,Women,2015-01-24,Agnieszka Radwanska,1.25,Varvara Lepchenko,4.699999999999999
Australian Open 2015,Women,2015-01-24,Elina Svitolina,10.5,Serena Williams,1.08
Australian Open 2015,Women,2015-01-24,Alize Cornet,2.22,Dominika Cibulkova,1.76
Australian Open 2015,Women,2015-01-24,Barbora Zahlavova Strycova,4.8999999999999995,Victoria Azarenka,1.24
Australian Open 2015,Women,2015-01-24,Madison Keys,4.8,Petra Kvitova,1.25
Australian Open 2015,Women,2015-01-24,CoCo Vandeweghe,1.57,Madison Brengle,2.62
Australian Open 2015,Women,2015-01-25,Ekaterina Makarova,1.3,Julia Goerges,4.199999999999999
Australian Open 2015,Women,2015-01-25,Eugenie Bouchard,1.15,Irina Camelia Begu,6.800000000000001
Australian Open 2015,Women,2015-01-25,Simona Halep,1.11,Yanina Wickmayer,9
Australian Open 2015,Women,2015-01-25,Maria Sharapova,1.1400000000000001,Shuai Peng,7.2
Australian Open 2015,Women,2015-01-26,Agnieszka Radwanska,1.48,Venus Williams,2.98
Australian Open 2015,Women,2015-01-26,Garbine Muguruza,4.8999999999999995,Serena Williams,1.25
Australian Open 2015,Women,2015-01-26,Dominika Cibulkova,3.1999999999999997,Victoria Azarenka,1.44
Australian Open 2015,Women,2015-01-26,Madison Brengle,3.15,Madison Keys,1.44
Australian Open 2015,Women,2015-01-25,Eugene Bouchard,1.79,Maria Sharapova,1.15
Australian Open 2015,Women,2015-01-27,Eugenie Bouchard,3.3499999999999996,Maria Sharapova,1.4
Australian Open 2015,Women,2015-01-27,Ekaterina Makarova,3.5999999999999996,Simona Halep,1.37
Australian Open 2015,Women,2015-01-28,Dominika Cibulkova,5.199999999999999,Serena Williams,1.22
Australian Open 2015,Women,2015-01-28,Madison Keys,2.48,Venus Williams,1.65
Australian Open 2015,Women,2015-01-29,Ekaterina Makarova,4.699999999999999,Maria Sharapova,1.25
Australian Open 2015,Women,2015-01-29,Madison Keys,6.4,Serena Williams,1.16
Australian Open 2015,Women,2015-01-31,Maria Sharapova,2.96,Serena Williams,1.5
Australian Open 2016,Women,2016-01-18,Jelena Ostapenko,1.8599999999999999,Su Wei Hsieh,2.1
Australian Open 2016,Women,2016-01-18,Ana Konjuh,1.85,Urszula Radwanska,2.04
Australian Open 2016,Women,2016-01-18,Anna Karolina Schmiedlova,1.85,Daria Kasatkina,2.08
Australian Open 2016,Women,2016-01-18,Margarita Gasparyan,2.48,Sara Errani,1.63
Australian Open 2016,Women,2016-01-18,Camila Giorgi,5.8,Serena Williams,1.2
Australian Open 2016,Women,2016-01-18,Kurumi Nara,1.56,Oceane Dodin,2.52
Australian Open 2016,Women,2016-01-18,Mariana Duque Marino,1.37,Xinyun Han,3.4
Australian Open 2016,Women,2016-01-18,Caroline Wozniacki,1.09,Yulia Putintseva,10.5
Australian Open 2016,Women,2016-01-18,Alison Riske,3.4,Belinda Bencic,1.3900000000000001
Australian Open 2016,Women,2016-01-18,Heather Watson,1.87,Timea Babos,1.99
Australian Open 2016,Women,2016-01-18,Ajla Tomljanovic,2.54,Kateryna Bondarenko,1.5899999999999999
Australian Open 2016,Women,2016-01-18,Daniela Hantuchova,5.199999999999999,Svetlana Kuznetsova,1.19
Australian Open 2016,Women,2016-01-18,Anastasia Pavlyuchenkova,1.17,Lauren Davis,5.3999999999999995
Australian Open 2016,Women,2016-01-18,Magdalena Rybarikova,2.32,Yanina Wickmayer,1.73
Australian Open 2016,Women,2016-01-18,Aliaksandra Sasnovich,1.99,Evgeniya Rodina,1.92
Australian Open 2016,Women,2016-01-18,Maria Sharapova,1.06,Nao Hibino,13.5
Australian Open 2016,Women,2016-01-18,Agnieszka Radwanska,1.04,Christina McHale,17.5
Australian Open 2016,Women,2016-01-18,Aleksandra Krunic,5.3,Eugenie Bouchard,1.19
Australian Open 2016,Women,2016-01-18,Magda Linette,4,Monica Puig,1.3
Australian Open 2016,Women,2016-01-18,Anna Lena Friedsam,1.3,Lourdes Dominguez Lino,3.9499999999999997
Australian Open 2016,Women,2016-01-18,Anna Tatishvili,2.32,Irina Falconi,1.72
Australian Open 2016,Women,2016-01-18,Monica Niculescu,1.19,Teliana Pereira,5.3
Australian Open 2016,Women,2016-01-18,Andrea Petkovic,1.36,Elizaveta Kulichkova,3.5999999999999996
Australian Open 2016,Women,2016-01-18,Dominika Cibulkova,1.52,Kristina Mladenovic,2.8200000000000003
Australian Open 2016,Women,2016-01-18,Daria Gavrilova,1.32,Lucie Hradecka,3.9
Australian Open 2016,Women,2016-01-19,Angelique Kerber,1.04,Misaki Doi,15.5
Australian Open 2016,Women,2016-01-19,Alexandra Dulgheru,1.34,Storm Sanders,3.65
Australian Open 2016,Women,2016-01-19,Coco Vandeweghe,1.78,Madison Brengle,2.22
Australian Open 2016,Women,2016-01-19,Irina Camelia Begu,1.6800000000000002,Johanna Larsson,2.14
Australian Open 2016,Women,2016-01-19,Jelena Jankovic,1.28,Polona Hercog,4.3
Australian Open 2016,Women,2016-01-19,Annika Beck,1.16,Priscilla Hon,6.4
Australian Open 2016,Women,2016-01-19,Katerina Siniakova,2.64,Timea Bacsinszky,1.53
Australian Open 2016,Women,2016-01-19,Kiki Bertens,1.42,Laura Siegemund,3.15
Australian Open 2016,Women,2016-01-19,Alison Van Uytvanck,18.5,Victoria Azarenka,1.04
Australian Open 2016,Women,2016-01-19,Danka Kovinic,2.06,Samantha Crawford,1.79
Australian Open 2016,Women,2016-01-19,Barbora Strycova,2.52,Caroline Garcia,1.53
Australian Open 2016,Women,2016-01-19,Elina Svitolina,1.11,Victoria Duval,9
Australian Open 2016,Women,2016-01-19,Mona Barthel,1.6099999999999999,Vania King,2.52
Australian Open 2016,Women,2016-01-19,Kirsten Flipkens,2.14,Mirjana Lucic Baroni,1.8
Australian Open 2016,Women,2016-01-19,Anett Kontaveit,8.8,Garbine Muguruza,1.1
Australian Open 2016,Women,2016-01-19,Johanna Konta,3.05,Venus Williams,1.48
Australian Open 2016,Women,2016-01-19,Carina Witthoeft,1.5,Saisai Zheng,2.54
Australian Open 2016,Women,2016-01-19,Bethanie Mattek Sands,1.94,Denisa Allertova,1.82
Australian Open 2016,Women,2016-01-19,Alize Cornet,1.15,Bojana Jovanovski,6.4
Australian Open 2016,Women,2016-01-19,Petra Cetkovska,3.3,Sabine Lisicki,1.26
Australian Open 2016,Women,2016-01-19,Lesia Tsurenko,2.36,Varvara Lepchenko,1.69
Australian Open 2016,Women,2016-01-19,Ekaterina Makarova,1.02,Maddison Inglis,25
Australian Open 2016,Women,2016-01-19,Ana Ivanovic,1.03,Tammi Patterson,20
Australian Open 2016,Women,2016-01-19,Olga Govortsova,2.22,Tatjana Maria,1.73
Australian Open 2016,Women,2016-01-19,Tsvetana Pironkova,1.96,Yaroslava Shvedova,1.99
Australian Open 2016,Women,2016-01-19,Andreea Mitu,4,Julia Goerges,1.21
Australian Open 2016,Women,2016-01-19,Karolina Pliskova,1.04,Kimberly Birrell,13
Australian Open 2016,Women,2016-01-19,Madison Keys,1.26,Zarina Diyas,4.6
Australian Open 2016,Women,2016-01-18,Kristyna Pliskova,3.8499999999999996,Samantha Stosur,1.33
Australian Open 2016,Women,2016-01-18,Qiang Wang,7,Sloane Stephens,1.15
Australian Open 2016,Women,2016-01-18,Roberta Vinci,1.67,Tamira Paszek,2.38
Australian Open 2016,Women,2016-01-18,Carla Suarez Navarro,1.3,Viktorija Golubic,4.1
Australian Open 2016,Women,2016-01-18,Maria Sakkari,2.12,Yafan Wang,1.81
Australian Open 2016,Women,2016-01-18,Klara Koukalova,3.5,Nicole Gibbs,1.34
Australian Open 2016,Women,2016-01-18,Luksika Kumkhum,5.3999999999999995,Petra Kvitova,1.21
Australian Open 2016,Women,2016-01-19,Donna Vekic,3.1999999999999997,Naomi Osaka,1.3900000000000001
Australian Open 2016,Women,2016-01-19,Lara Arruabarrena,1.71,Maryna Zanevksa,1.8
Australian Open 2016,Women,2016-01-19,Shuai Zhang,9.8,Simona Halep,1.08
Australian Open 2016,Women,2016-01-19,Anastasija Sevastova,1.75,Jarmila Wolfe,2.26
Australian Open 2016,Women,2016-01-20,Daria Gavrilova,3.4499999999999997,Petra Kvitova,1.37
Australian Open 2016,Women,2016-01-20,Carla Suarez Navarro,1.12,Maria Sakkari,8
Australian Open 2016,Women,2016-01-20,Serena Williams,1.02,Su Wei Hsieh,29
Australian Open 2016,Women,2016-01-20,Kurumi Nara,2.14,Margarita Gasparyan,1.78
Australian Open 2016,Women,2016-01-20,Lauren Davis,2.3,Magdalena Rybarikova,1.72
Australian Open 2016,Women,2016-01-20,Anna Lena Friedsam,2.26,Qiang Wang,1.76
Australian Open 2016,Women,2016-01-20,Kristina Mladenovic,1.5,Nicole Gibbs,2.94
Australian Open 2016,Women,2016-01-20,Xinyun Han,4.199999999999999,Yulia Putintseva,1.29
Australian Open 2016,Women,2016-01-20,Irina Falconi,4.199999999999999,Roberta Vinci,1.29
Australian Open 2016,Women,2016-01-20,Kateryna Bondarenko,6.4,Svetlana Kuznetsova,1.16
Australian Open 2016,Women,2016-01-20,Ana Konjuh,3,Daria Kasatkina,1.46
Australian Open 2016,Women,2016-01-20,Belinda Bencic,1.32,Timea Babos,3.9499999999999997
Australian Open 2016,Women,2016-01-20,Elizaveta Kulichkova,2.86,Monica Niculescu,1.51
